COD_PRODUTO;PRODUTO;FORNECEDOR;COD_CLASS1;COD_CLASS2;COD_CLASSIFICACAO;CLASS1;CLASS2;CLASSIFICACAO;COD_GRUPO;Desc Grupo;
000460;CONJUNTO TEC. MARFIM CR;;;;;;;;1000;MOVEIS;
000463;CAMA SOLT. IMPERATRIZ;;;;;;;;1000;MOVEIS;
000464;CAMA CASAL IMPERATRIZ;;;;;;;;1000;MOVEIS;
000465;CAMA SOLT. ENTALHADA CEREJEIRA;;;;;;;;1000;MOVEIS;
000467;BERCO TORNEADO MACICO;;;;;;;;1000;MOVEIS;
000469;BELICHE IMPERATRIZ;;;;;;;;1000;MOVEIS;
000472;REFRIGERADOR 4.1;;;;;;;;1001;ELETRODOMESTICOS;
000475;GUARDA ROUPA COLONIAL 3 PORTAS;;;;;;;;1000;MOVEIS;
000478;ESTANTE DIV. 2 CORPOS LUSTRADO;;;;;;;;1000;MOVEIS;
000479;ESTANTE TORNEADA LUSTRADA;;;;;;;;1000;MOVEIS;
000481;BANCO TELEFONE LUSTRADO;;;;;;;;1000;MOVEIS;
000485;BAR COLONIAL LUSTRADA;;;;;;;;1000;MOVEIS;
000488;CAMA MODELO JULIANA;;;;;;;;1000;MOVEIS;
000490;ESCADA DE 6 DEGRAUS MOD. PAULA;;03;0305;030504;ELETRO;ELETRO UTILIDADES DOMESTICAS;ELETRO UTILIDADES DOMESTICAS ESCADA;1000;MOVEIS;
000491;ESCADA 5 DEGRAUS MOD. PAULA;;03;0305;030504;ELETRO;ELETRO UTILIDADES DOMESTICAS;ELETRO UTILIDADES DOMESTICAS ESCADA;1000;MOVEIS;
000494;CARRO ORDEM 600;;;;;;;;1000;MOVEIS;
000495;CARRO ORDEM 500;;;;;;;;1000;MOVEIS;
000497;ANDADOR ORDEM 479;;;;;;;;1000;MOVEIS;
000498;ANDADOR ORDEM 478;;;;;;;;1000;MOVEIS;
000500;CADEIRAO ORDEM 481;;;;;;;;1000;MOVEIS;
000503;CADEIRA PALHA 534 IMBUIA VERNI;;;;;;;;1000;MOVEIS;
000504;CADEIRA 634 PALHA VERNIZ CEREJ;;;;;;;;1000;MOVEIS;
000505;ORATORIO VERNIZ 511;;;;;;;;1000;MOVEIS;
000506;ORATORIO VERNIZ 611 CEREJEIRA;;;;;;;;1000;MOVEIS;
000508;ARCA 4 CORPOS VERNIZ 503;;;;;;;;1000;MOVEIS;
000509;ARCA 4 CORPOS VERNIZ 603 CEREJ;;;;;;;;1000;MOVEIS;
000512;CONJUNTO ESTOFADO GUARUJA;;;;;;;;1000;MOVEIS;
000515;FOGAO STAR 2719;;;;;;;;1000;MOVEIS;
000516;FOGAO AQUARIUS INOX 63767;;;;;;;;1000;MOVEIS;
000517;FOGAO TORINO 2726;;;;;;;;1000;MOVEIS;
000518;FOGAO MAGNUM 6667;;;;;;;;1000;MOVEIS;
000519;FOGAO CAMPING 4602;;;;;;;;1000;MOVEIS;
000520;FOGAO AQUARIUS 33566;;;;;;;;1000;MOVEIS;
000521;FOGAO JOIA PLUS 4606;;;;;;;;1000;MOVEIS;
000522;FOGAO AQUARIUS       63766;;;;;;;;1000;MOVEIS;
000529;COLCHAO NATURAMA D 23  88 X 12;;;;;;;;1000;MOVEIS;
000530;COLCHAO NATURAMA D 23 138 X 12;;;;;;;;1000;MOVEIS;
000531;COLCHAO SONOEXTRA  88 X 12;;;;;;;;1000;MOVEIS;
000532;COLCHAO SONOEXTRA 138 X 12;;;;;;;;1000;MOVEIS;
000540;BATEDEIRA TOPA TUDO PLUS;;03;0303;030301;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS BATEDEIRA;1006;ELETROPORTATEIS;
000542;PREPARADOR PLUS;;;;;;;;1000;MOVEIS;
000546;MAQUINA DE COSTURA DOM. 1996 C;;;;;;;;1000;MOVEIS;
000547;MAQUINA COSTURA DOM. 1995 CC;;;;;;;;1000;MOVEIS;
000550;KIT 7 PORTAS 6003;;;;;;;;1000;MOVEIS;
000551;KIT 4 PORTAS;;;;;;;;1000;MOVEIS;
000554;CADEIRA EST. 24 M 49 CEREJEIRA;;;;;;;;1000;MOVEIS;
000556;MESA M 46 CEREJEIRA;;;;;;;;1000;MOVEIS;
000558;ARCA M 44 CEREJEIRA;;;;;;;;1000;MOVEIS;
000560;OATORIO M 42 CEREJEIRA;;;;;;;;1000;MOVEIS;
000563;ESFERA BRANCA 1001;;;;;;;;1011;UTILIDADES DOMESTICAS;
000567;DORMITORIO CAPELINHA ARISTOCRA;;;;;;;;1000;MOVEIS;
000569;ARMARIO 3 PORTAS CEREJEIRA;;;;;;;;1000;MOVEIS;
000572;FOGAO 2 BOCAS MOD. CP P COZ.;;;;;;;;1000;MOVEIS;
000575;BEBEDOURO BAG 40;;;;;;;;1000;MOVEIS;
000578;LAVADOURA WHITE WESTINGHOUSE L;;;;;;;;1000;MOVEIS;
000581;ESTANTE DUPLA C BAR;;;;;;;;1000;MOVEIS;
000584;BERCO EM PINOS LUSTRADO R 01;;;;;;;;1000;MOVEIS;
000588;CARRO DE CHA IMPERIAL 36 L;;;;;;;;1000;MOVEIS;
000591;CADEIRA C 87 PINT. BRANCO CARA;;;;;;;;1000;MOVEIS;
000592;CADEIRA C 87 PINT. COTA CARAME;;;;;;;;1000;MOVEIS;
000595;BERCO No. 33;;;;;;;;1000;MOVEIS;
000598;ESTANTE 2 CORPOS PRINCESA;;;;;;;;1000;MOVEIS;
000604;CADEIRA BALANCO JUNIOR 4545;;;;;;;;1000;MOVEIS;
000607;CAMA CASAL MARILIA;;;;;;;;1000;MOVEIS;
000609;CRIADO EXPORT C FD;;;;;;;;1000;MOVEIS;
000611;DUPLEX MARILIA 10 PTS.;;;;;;;;1000;MOVEIS;
000612;BICICLETA R20 CECI V1 T12 BRANCA A16;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1012;ESPORTE E FITNESS;
000615;BERCO C TELA 2 GAV. PINUS ESCU;;;;;;;;1000;MOVEIS;
000616;BERCO C TORNO 2 GAV. PINUS ESC;;;;;;;;1000;MOVEIS;
000617;BERCO C TELA 2 GAV. PINUS NATU;;;;;;;;1000;MOVEIS;
000620;ESTANTE C  2 CORPOS No.30;;;;;;;;1000;MOVEIS;
000626;ESTANTE EC 257;;;;;;;;1000;MOVEIS;
000629;RACK COMPLETO;;;;;;;;1000;MOVEIS;
000630;RACK P  TV;;;;;;;;1000;MOVEIS;
000633;TV COLOR TVC 163 R;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1003;TV E VIDEO;
000635;BELICHE COL. LUSTRADA;;;;;;;;1000;MOVEIS;
000636;BELICHE RODA LUSTRADA;;;;;;;;1000;MOVEIS;
000637;BICICLETA RANGER AFRIKAN 26;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000638;BICICLETA TROPICAL F 1;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000639;BICICLETA BRISA POINT 26 FM;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000640;GUARDA ROUPA DUPLEX 4 ORION PL;;;;;;;;1000;MOVEIS;
000641;GUARDA ROUPA DUPLEX 2 ANTARES;;;;;;;;1000;MOVEIS;
000642;COMODA ORION PLUS;;;;;;;;1000;MOVEIS;
000643;QUADRO ESPELHO ORION PLUS;;;;;;;;1000;MOVEIS;
000644;CAMA CASAL ORION PLUS;;;;;;;;1000;MOVEIS;
000645;CAMA SOLTEIRO ANTARES PLUS;;;;;;;;1000;MOVEIS;
000646;MESA CABECEIRA ANTARES PLUS;;;;;;;;1000;MOVEIS;
000647;MESA CABECEIRA ORION PLUS;;;;;;;;1000;MOVEIS;
000648;BANQUETA GUARUJA MOGNO;;;;;;;;1000;MOVEIS;
000649;BANQUETA ORION PLUS;;;;;;;;1000;MOVEIS;
000652;FURADEIRA EMPACTO;;;;;;;;1000;MOVEIS;
000653;MESA CENTRO MONTE CARLOS;;05;0502;050203;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR MESA DE CENTRO;1000;MOVEIS;
000656;AP. REC. RAD. DIF. SM 200 3X1;;;;;;;;1000;MOVEIS;
000657;AP. REC. RAD. DIF. SM 150;;;;;;;;1000;MOVEIS;
000659;CAIXA ACUSTICA SS 200;;;;;;;;1000;MOVEIS;
000660;CAIXA ACUSTICA SS 150;;;;;;;;1000;MOVEIS;
000663;COFRE COMERCIAL 2 GAVETAS;;;;;;;;1000;MOVEIS;
000665;MULTICORTE MCA;;;;;;;;1000;MOVEIS;
000667;MULTIPROCESSADOR PRO;;;;;;;;1006;ELETROPORTATEIS;
000669;VENTILADOR 40 CM NVC COL.;;03;0302;030205;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO VENTILADOR;1006;ELETROPORTATEIS;
000671;TURBO CIRCULADOR 50 CM T 18 G;;;;;;;;1006;ELETROPORTATEIS;
000673;ESTANTE A 330 BIBLIOTECA;;;;;;;;1000;MOVEIS;
000675;JOGO DE MESA E CADEIRAS;;;;;;;;1000;MOVEIS;
000677;CIRCULADOR 30 CM;;;;;;;;1000;MOVEIS;
000680;REFRIGERADOR 2400 SL;;;;;;;;1000;MOVEIS;
000681;REFRIGERADOR 2400 L;;;;;;;;1000;MOVEIS;
000682;REFRIGERADOR 2.4 SL;;;;;;;;1000;MOVEIS;
000683;REFRIGERADOR 340 LITROS SUP. L;;03;0301;030104;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO REFRIGERADOR;1001;ELETRODOMESTICOS;
000685;COMODA IMPERIAL IMBUIA;;;;;;;;1000;MOVEIS;
000686;COMODA IMPERIAL CEREJEIRA;;;;;;;;1000;MOVEIS;
000688;CONJUNTO 3 X 2 LUGARES ALLEGRO;;;;;;;;1000;MOVEIS;
000692;FOGAO BRASIL;;;;;;;;1000;MOVEIS;
000693;FOGAO BRASIL II;;;;;;;;1000;MOVEIS;
000694;FOGAO GRAN PRIX;;;;;;;;1000;MOVEIS;
000696;FREEZER METALFRIO VF C285L;;;;;;;;1000;MOVEIS;
000698;GUARDA ROUPA CAP. 6 PORT. C  C;;;;;;;;1000;MOVEIS;
000699;GUARDA ROUPA 6 PORT. C  MALEIR;;;;;;;;1000;MOVEIS;
000700;PARA TESTE;;;;;;;;1000;MOVEIS;
000701;MESA DE CENTRO SEMI OVAL 108;;;;;;;;1000;MOVEIS;
000702;MESA DE CENTRO SEMI OVAL 119;;;;;;;;1000;MOVEIS;
000704;RACK 7007;;;;;;;;1000;MOVEIS;
000707;ARMARIO 2 PORTAS 432;;;;;;;;1000;MOVEIS;
000709;BANQUETA DEL REY IMBUIA;;;;;;;;1000;MOVEIS;
000713;BELICHE PINUS NATURAL M 750;;;;;;;;1000;MOVEIS;
000715;BICICLETA BARRA CC FI;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000717;BICICLETA BRISA 16;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000719;BICICLETA MIRIN 14 FM;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000720;BICICLETA BMX 16;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000722;CAMA SOLTEIRO DEL REY IMBUIA;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
000724;CAMA SOLTEIRO VILA RICA;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
000726;CAMA CASAL DEL REY;;;;;;;;1000;MOVEIS;
000728;CAMA CASAL VILA RICA IMBUIA;;;;;;;;1000;MOVEIS;
000730;FORNO MICRO ONDAS  9003 SANYO;;;;;;;;1000;MOVEIS;
000732;MESA DE TELEFONE C PALHA IMBUI;;;;;;;;1000;MOVEIS;
000738;CADEIRA REQUINTE PALHA REF. 29;;;;;;;;1000;MOVEIS;
000740;CAMA CASAL ENTALHADA CEREJEIRA;;;;;;;;1000;MOVEIS;
000742;CADEIRA PALHINHA CA   8202 C;;;;;;;;1000;MOVEIS;
000744;MESA 2 COL. 621 VERNIZ CEREJEI;;;;;;;;1000;MOVEIS;
000745;MESA 2 COL. 521 IMBUIA VERNIZ;;;;;;;;1000;MOVEIS;
000747;FOGAO TORINO INOX 2723;;;;;;;;1000;MOVEIS;
000748;FOGAO STAR 2720;;;;;;;;1000;MOVEIS;
000749;FOGAO AQUARIUS INOX 63763;;;;;;;;1000;MOVEIS;
000751;LAVA LOUCA SUPERANTOM 1710;;;;;;;;1000;MOVEIS;
000753;PE TUBULAR MODS. JOIA 22294;;;;;;;;1000;MOVEIS;
000755;CADEIRA BALANCO VOVO;;;;;;;;1000;MOVEIS;
000757;ARMARIO CAV. NORTE ANTARES II;;;;;;;;1000;MOVEIS;
000758;ARMARIO ANTARES I;;;;;;;;1000;MOVEIS;
000761;CAMA SOLTEIRO ALFA III;;;;;;;;1000;MOVEIS;
000763;CONDICIONADOR AR  8000;;03;0302;030201;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO AR CONDICIONADO;1001;ELETRODOMESTICOS;
000766;Extra...;;;;;;;;1000;MOVEIS;
000767;CONJUNTO DE SOM 3 X 1 SHC 5400;;;;;;;;1000;MOVEIS;
000768;CONJUNTO DE SOM 3 X 1 SHC 9800;;;;;;;;1000;MOVEIS;
000769;ALTO FALANTE EM CX. ACUST. CL;;;;;;;;1000;MOVEIS;
000770;FOGAO PARATI    9421 INOX;;;;;;;;1001;ELETRODOMESTICOS;
000771;FOGAO CANOA 410;;;;;;;;1001;ELETRODOMESTICOS;
000773;FREEZER HORIZONTAL H 400;;;;;;;;1001;ELETRODOMESTICOS;
000774;FREEZER HORIZONTAL H 300;;;;;;;;1001;ELETRODOMESTICOS;
000775;BELICHE PINUS ESCURO M 850;;;;;;;;1000;MOVEIS;
000778;MICRO SYSTEM MS   15;;;;;;;;1000;MOVEIS;
000780;RADIO GRAVADOR AM FM CR 450;;;;;;;;1000;MOVEIS;
000781;RADIO GRAVADOR STEREO CS   140;;;;;;;;1000;MOVEIS;
000782;RADIO TOCA FITA WALKMAN PG89X;;;;;;;;1000;MOVEIS;
000784;CADEIRA FT C 113;;;;;;;;1000;MOVEIS;
000786;MESA M   66 PINT. OVO CARAMELO;;;;;;;;1000;MOVEIS;
000788;MESA CARAJAS;;;;;;;;1000;MOVEIS;
000789;MESA IMPERIAL;;;;;;;;1000;MOVEIS;
000790;MESA IMPERADOR;;;;;;;;1000;MOVEIS;
000792;CONJUNTO DE CADEIRAS CARAJAS;;;;;;;;1000;MOVEIS;
000793;CONJUNTO DE CADEIRAS IMPERIAL;;;;;;;;1000;MOVEIS;
000796;RADIO PORTATIL 1 FAIXA RP M11;;;;;;;;1000;MOVEIS;
000797;RADIO PORTATIL 1 FAIXA RP M12;;;;;;;;1000;MOVEIS;
000798;RADIO PORTATIL 2 FAIXAS AM FM;;;;;;;;1000;MOVEIS;
000799;RADIO PORTATIL FM TV RTV M41;;;;;;;;1000;MOVEIS;
000800;RADIO PORTATIL 3 FAIXAS RPF M3;;01;0102;010205;TECNOLOGIA;TECNOLOGIA AUDIO;TECNOLOGIA AUDIO SOM PORTATIL;1004;AUDIO E SOM;
000801;RADIO PORTATIL 6 FAIXAS RP M65;;;;;;;;1000;MOVEIS;
000802;RADIO PORTATIL 7 FAIXAS FM RPF;;;;;;;;1000;MOVEIS;
000803;RADIO CABECEIRA 2 FAIXAS AM FM;;;;;;;;1004;AUDIO E SOM;
000805;RADIO GRAVADOR XG 279 N SANYO;;;;;;;;1000;MOVEIS;
000806;RADIO GRAVADOR XG 279 F SANYO;;;;;;;;1000;MOVEIS;
000808;TRISOM GXT 160 XS 160 X SANYO;;;;;;;;1000;MOVEIS;
000810;CAIXA ACUSTICA XE 160 C SANYO;;;;;;;;1000;MOVEIS;
000812;RACK 6 GXT 160 XS 160 R SANYO;;;;;;;;1000;MOVEIS;
000814;CONJUNTO MOSCOU;;;;;;;;1000;MOVEIS;
000815;SOFA HAWAI 3303;;;;;;;;1000;MOVEIS;
000816;REFRIGERADOR 2.2 SL;;;;;;;;1000;MOVEIS;
000818;BICICLETA RANGER 20 FM;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000819;BICICLETA BRISA 26 ARO ALUMINI;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000820;TV COLOR TVC   140 R;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;
000823;CONJUNTO DE CADEIRAS MAJESTADE;;;;;;;;1000;MOVEIS;
000824;CONJUNTO DE CADEIRAS IMPERADOR;;;;;;;;1000;MOVEIS;
000826;MESA MAJESTADE;;;;;;;;1000;MOVEIS;
000829;GUARDA ROUPA 3 PTS. LISO;;;;;;;;1000;MOVEIS;
000830;GUARDA ROUPA 300 S LISO SUCUPI;;;;;;;;1000;MOVEIS;
000831;GUARDA ROUPA 2 PTS. LISO;;;;;;;;1000;MOVEIS;
000832;GUARDA ROUPA 200 S LISO C. IMP;;;;;;;;1000;MOVEIS;
000834;MESA M   66 PINT. CEREJEIRA;;;;;;;;1000;MOVEIS;
000836;CADEIRA C 96 PINT. CEREJEIRA;;;;;;;;1000;MOVEIS;
000838;MESA DE TV;;;;;;;;1000;MOVEIS;
000840;BELICHE ESCURECIDO PINUS;;;;;;;;1000;MOVEIS;
000842;FOGAO MAGNUN 6737;;;;;;;;1000;MOVEIS;
000844;CONDICIONADOR DE AR 710 10000D;;03;0302;030201;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO AR CONDICIONADO;1001;ELETRODOMESTICOS;
000846;BOTIJAO VAZIO;;;;;;;;1001;ELETRODOMESTICOS;
000848;MESA FONE PORTO RICO 031 L;;;;;;;;1000;MOVEIS;
000849;MESA MOVEL P  TV 32L;;;;;;;;1000;MOVEIS;
000854;BICICLETA ZIG CROSS ARO 12;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000856;CONJUNTO MESA RETANG. C  6 CAD;;;;;;;;1000;MOVEIS;
000858;COLCHAO D10  88 X 12;;;;;;;;1000;MOVEIS;
000859;COLCHAO  78 X 07;;;;;;;;1005;COLCHAO;
000861;MESA PRESIDENTE;;;;;;;;1000;MOVEIS;
000863;BALCAO CARLA;;;;;;;;1000;MOVEIS;
000865;MESA RETANGULAR ME   160;;;;;;;;1000;MOVEIS;
000867;CADEIRA FIXA CA   F;;;;;;;;1000;MOVEIS;
000871;RADIO GRAVADOR M 7035K;;;;;;;;1000;MOVEIS;
000873;GUARDA ROUPA DUPLEX DEL REY 2;;;;;;;;1000;MOVEIS;
000874;GUARDA ROUPA SIMPLES VILA RICA;;;;;;;;1000;MOVEIS;
000876;CONJUNTO VN 2000 F. 3.2.1;;;;;;;;1000;MOVEIS;
000877;FREEZER HORIZONTAL H 210;;;;;;;;1001;ELETRODOMESTICOS;
000878;CONJUNTO DE CADEIRAS EUROPA;;;;;;;;1000;MOVEIS;
000880;FERRO SECO METALICO VFA 1110X BLACK E DECKER;;03;0303;030304;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS FERRO;1006;ELETROPORTATEIS;
000883;COLCHAO CHANCELER 78 X 12;;;;;;;;1000;MOVEIS;
000884;DORMITORIO FIRENZE 5 P. MC   8;;;;;;;;1000;MOVEIS;
000887;GUARDA ROUPA CAP. MILAO;;;;;;;;1000;MOVEIS;
000889;CAMA CASAL LINHA RETA;;;;;;;;1000;MOVEIS;
000891;CRIADO LINHA RETA;;;;;;;;1000;MOVEIS;
000893;BANQUETA LINHA RETA;;;;;;;;1000;MOVEIS;
000894;GUARDA ROUPA DUP. DEL REY 4 PO;;;;;;;;1000;MOVEIS;
000895;GUARDA ROUPA DUP. DEL REY 2 PO;;;;;;;;1000;MOVEIS;
000896;GUARDA ROUPA VILA RICA DUP. 4;;;;;;;;1000;MOVEIS;
000898;MESA CABECEIRA VILA RICA CEREJ;;;;;;;;1000;MOVEIS;
000899;MESA CABECEIRA DEL REY IMBUIA;;;;;;;;1000;MOVEIS;
000900;MESA CABECEIRA VILA RICA IMBUI;;;;;;;;1000;MOVEIS;
000901;QUADRO ESPELHO VILA RICA;;;;;;;;1000;MOVEIS;
000902;MESA REDONDA ME   110;;;;;;;;1000;MOVEIS;
000905;KIT 4 PORT. K 310 DP;;;;;;;;1000;MOVEIS;
000906;ANTENA INTER PIRAMIDE LUXO;;;;;;;;1000;MOVEIS;
000907;FOGAO PLAZA CFI;;;;;;;;1001;ELETRODOMESTICOS;
000909;FOGAO PREMIER II;;;;;;;;1000;MOVEIS;
000910;FOGAO A   76 TF;;;;;;;;1000;MOVEIS;
000911;REFRIGERADOR 253 LITROS CONTES;;;;;;;;1000;MOVEIS;
000912;GUARDA ROUPA DUP. VILA RICA 3;;;;;;;;1000;MOVEIS;
000915;CADEIRA TROPICAL 2001;;;;;;;;1000;MOVEIS;
000918;COLCHAO SOLT. 138 X 12;;;;;;;;1000;MOVEIS;
000921;ESTANTE 1001;;;;;;;;1000;MOVEIS;
000924;TELEVISOR COR 28 CT 7690;;01;0101;010101;TECNOLOGIA;TECNOLOGIA TV E VIDEO;TECNOLOGIA TV E VIDEO TV;1000;MOVEIS;
000926;CAIXA ACUSTICA 22 AV 1251;;;;;;;;1000;MOVEIS;
000929;CADEIRA C. PALHA;;;;;;;;1000;MOVEIS;
000932;CADEIRA BALANCO GLORIA;;;;;;;;1000;MOVEIS;
000935;CAIXA ACUSTICA AMPLIF. WA 600;;;;;;;;1000;MOVEIS;
000938;CONJUNTO MESA TRAD. 6 CAD. RIP;;;;;;;;1000;MOVEIS;
000941;CONJUNTO PRICESINHA ESP.;;;;;;;;1000;MOVEIS;
000944;PECA VALLENCHIA 90 X 70   P;;;;;;;;1000;MOVEIS;
000947;MESA FUME;;;;;;;;1000;MOVEIS;
000950;CIRCULADOR DE AR 9 GRADES;;;;;;;;1006;ELETROPORTATEIS;
000951;ARMARIO COZINHA 4 PORTAS 104 P;;;;;;;;1000;MOVEIS;
000952;COLCHAO ORTOBOM PREMIER  88 X;;;;;;;;1000;MOVEIS;
000953;FOGAO A 76 AT;;;;;;;;1000;MOVEIS;
000954;RADIO GRAVADOR M9709K;;;;;;;;1000;MOVEIS;
000955;RADIO PORTATIL SANYO XP 7160;;;;;;;;1000;MOVEIS;
000957;MICROSYSTEM SANYO XMW 225;;;;;;;;1000;MOVEIS;
000958;BEBEDOURO GEN 20;;;;;;;;1000;MOVEIS;
000960;FOGAO MAGNUM GL;;;;;;;;1000;MOVEIS;
000961;COLCHAO CLINOFLEX LUXO D 33 12;;;;;;;;1005;COLCHAO;
000962;COLCHAO CLINOFLEX LUXO D 33  7;;;;;;;;1005;COLCHAO;
000963;COLCHAO CLINOPEDICO OUROFLEX 1;;;;;;;;1005;COLCHAO;
000964;COLCHAO CLINOPEDICO OUROFLEX;;;;;;;;1005;COLCHAO;
000965;COLCHAO MEDALHAO LISON 230 128;;;;;;;;1005;COLCHAO;
000966;COLCHAO MEDALHAO D 23  78 X 12;;;;;;;;1005;COLCHAO;
000967;COLCHAO MEDALHAO D 23  88 X 12;;;;;;;;1005;COLCHAO;
000968;COLCHAO MEDALHAO D 23 128 X 12;;;;;;;;1005;COLCHAO;
000969;COLCHAO MEDALHAO LISON 230 138;;;;;;;;1005;COLCHAO;
000970;COLCHAO MEDALHAO LISON 230  78;;;;;;;;1005;COLCHAO;
000973;FURADEIRA IMPACTO FI;;;;;;;;1000;MOVEIS;
000974;SECADOR CABELO MINITURBO MTA;;;;;;;;1000;MOVEIS;
000975;CADEIRA 091;;;;;;;;1000;MOVEIS;
000976;BICICLETA CALOICICLE PHYSICAL;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000977;BICICLETA ZIG CROSS ARO 16;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000978;CONJUNTO DE SOM 3 X 1 SHC 7800;;;;;;;;1000;MOVEIS;
000979;ALTO FALANTE EM CX. ACUST. CL;;;;;;;;1000;MOVEIS;
000982;ESTANTE RACK RS 4700 7000;;;;;;;;1000;MOVEIS;
000983;RADIO C TV PB TVP   6;;;;;;;;1004;AUDIO E SOM;
000984;CONJUNTO SHC 4200 S RACK;;;;;;;;1000;MOVEIS;
000987;POLTRONA MARAJA;;;;;;;;1000;MOVEIS;
000989;MESA CABECEIRA PINT.;;;;;;;;1000;MOVEIS;
000992;FOGAO 6862;;;;;;;;1000;MOVEIS;
000993;BOTIJAO P 13;;;;;;;;1001;ELETRODOMESTICOS;
000994;MESA CENTRO III;;;;;;;;1000;MOVEIS;
000995;MESA CENTRO IV;;;;;;;;1000;MOVEIS;
000997;CONJUNTO MESA RET. 06 CAD. TUB;;;;;;;;1000;MOVEIS;
000998;CONJUNTO MESA OVAL 04 CAD. TUB;;;;;;;;1000;MOVEIS;
001001;SALA VENEZA C MESA RET. COMPL.;;;;;;;;1000;MOVEIS;
001004;SALA JANTAR CEREJEIRA;;;;;;;;1000;MOVEIS;
001007;FOGAO STANDART N.01;;;;;;;;1001;ELETRODOMESTICOS;
001008;FOGAO STANDART N.02;;;;;;;;1001;ELETRODOMESTICOS;
001010;TX INSTALACAO;;;;;;;;1000;MOVEIS;
001011;COLCHAO ORTOBOM SUAVE ENCOSTO;;;;;;;;1000;MOVEIS;
001012;COLCHAO ORTOBOM PREMIER  78 X;;;;;;;;1000;MOVEIS;
001013;COLCHAO ORTOBOM PREMIER  78 X;;;;;;;;1000;MOVEIS;
001014;COLCHAO ORTOBOM PREMIER 128 X;;;;;;;;1000;MOVEIS;
001015;COLCHAO ORTOBOM PREMIER 128 X;;;;;;;;1000;MOVEIS;
001016;COLCHAO ORTOBOM D 33 128 X 17;;;;;;;;1005;COLCHAO;
001017;COLCHAO ORTOBOM PREMIER 138 X;;;;;;;;1000;MOVEIS;
001018;COLCHAO ORTOBOM D 33 138 X 17;;;;;;;;1005;COLCHAO;
001019;DORMITORIO BALIZA 4 P. CEREJEI;;;;;;;;1000;MOVEIS;
001020;MESA PARA TV 110   I;;;;;;;;1000;MOVEIS;
001026;MESA DE CENTRO IMBUIA;;;;;;;;1000;MOVEIS;
001027;COLCHAO SONOEXTRA  78 X 10;;;;;;;;1000;MOVEIS;
001028;COLCHAO SONOEXTRA  78 X 12;;;;;;;;1000;MOVEIS;
001029;COLCHAO SONOEXTRA  78 X 14;;;;;;;;1000;MOVEIS;
001030;COLCHAO SONOEXTRA  88 X 14;;;;;;;;1000;MOVEIS;
001031;COLCHAO SONOEXTRA 128 X 10;;;;;;;;1000;MOVEIS;
001032;COLCHAO SONOEXTRA 128 X 12;;;;;;;;1000;MOVEIS;
001033;COLCHAO SONOEXTRA 128 X 14;;;;;;;;1000;MOVEIS;
