COD_PRODUTO;PRODUTO;FORNECEDOR;COD_CLASS1;COD_CLASS2;COD_CLASSIFICACAO;CLASS1;CLASS2;CLASSIFICACAO;COD_GRUPO;Desc Grupo;
000000;XXXXXXXXXXXXXXXXXXXXXXXX;;05;0506;0506;MOVEIS;MOVEIS TERRACO;MOVEIS TERRACO;0000;;
000004;CONJUNTO DE MOVEIS EST. MENPHI;;;;;;;;1000;MOVEIS;
000005;DIVISAO ESQUERDA ROUPEIRO MONT SERRAT TB;;05;0501;050101;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO GUARDA-ROUPA;1000;MOVEIS;
000007;CARRO DE CHA A 70 IMBUIA;;;;;;;;1000;MOVEIS;
000011;ESTANTE A 142 ASTECA 2 C. C.L.;;;;;;;;1000;MOVEIS;
000012;ESTANTE A 143 ASTECA 3 C. C.L.;;;;;;;;1000;MOVEIS;
000013;ESTANTE A 212 LYON 2 C. P.L.;;;;;;;;1000;MOVEIS;
000016;COLCHAO CLINOFLEX SM D 33 0,88 X 1,88 X 18;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000017;COLCHAO CLINOFLEX SM D 33 1,38 X 1,88 X 18;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000018;COLCHAO CLINOPEDICO LIN. II LX;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000019;COLCHAO COLCHAOFLEX PLUS  78 X;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000021;COLCHAO COLCHAOFLEX PLUS  88 X;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000022;COLCHAO COLCHAOFLEX LX MAXI  8;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000023;COLCHAO COLCHAOFLEX PLUS 128 X;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000024;COLCHAO COLCHAOFLEX LX MAXI 12;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000025;COLCHAO COLCHONFLEX LISO 23 128 X 14;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000026;COLCHAO COLCHAOFLEX LX MAXI 13;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000027;COLCHAO MEDALHAO D 23  88 X 14;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000028;COLCHAO MEDALHAO LISON 230 138;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000029;COLCHAO CLINOPEDICO 0,88 X 1,88 X 0,20;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000030;COLCHAO CLINOPEDICO 1,38 X 1,88 X 0,20;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000033;ASPIRADOR PORTATIL APA;;03;0303;030303;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS ASPIRADOR;1006;ELETROPORTATEIS;
000035;BATEDEIRA BPA PLANETARIA;;03;0303;030301;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS BATEDEIRA;1006;ELETROPORTATEIS;
000036;BATEDEIRA CIRANDA SUPER NBCS;;;;;;;;1006;ELETROPORTATEIS;
000037;BATEDEIRA NBCA NOVA CIRANDA;;03;0303;030301;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS BATEDEIRA;1006;ELETROPORTATEIS;
000041;LAVADOURA SECADORA GEMINI LAVG;;;;;;;;1000;MOVEIS;
000042;LAVADOURA SUPER LAVS;;;;;;;;1000;MOVEIS;
000044;LIQUIDIFICADOR NLA;;03;0303;030306;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS LIQUIDIFICADOR;1006;ELETROPORTATEIS;
000045;LIQUIDIFICADOR NLS;;;;;;;;1006;ELETROPORTATEIS;
000046;LIQUIDIFICADOR WWB5 MAGICLEAN;;03;0303;030306;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS LIQUIDIFICADOR;1006;ELETROPORTATEIS;
000048;PREPARADOR DE ALIMENTO ROBOT R;;;;;;;;1000;MOVEIS;
000049;PREPARADORA DE ALIMENTO CITROC;;;;;;;;1000;MOVEIS;
000050;PREPARADOR DE ALIMENTO KITCHEN;;;;;;;;1000;MOVEIS;
000052;SECADOR CABELO ELIELA SECB;;;;;;;;1006;ELETROPORTATEIS;
000054;TURBO CIRCUL.TURBOFAN 220V TFAN;;;;;;;;1006;ELETROPORTATEIS;
000055;TURBO CIRCULADOR 40 CM T 16 G;;;;;;;;1006;ELETROPORTATEIS;
000057;VENTILADOR 25 CM M GR MET V 10;;;;;;;;1000;MOVEIS;
000058;VENTILADOR 25 CM V 10;;;;;;;;1000;MOVEIS;
000059;VENTILADOR 30 CM NV 12;;01;;01;TECNOLOGIA;;TECNOLOGIA;1006;ELETROPORTATEIS;
000060;VENTILADOR 40 CM NV 16;;03;0302;030205;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO VENTILADOR;1006;ELETROPORTATEIS;
000061;VENTILADOR 20 CM JR VAJ;;;;;;;;1000;MOVEIS;
000063;MULTIPROCESSADOR TRITON NPRT;;;;;;;;1006;ELETROPORTATEIS;
000065;ESPREMEDOR DE FRUTAS EFA;;03;0303;030307;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS ESPREMEDOR;1006;ELETROPORTATEIS;
000066;ESPREMEDOR FRUTAS NEAS;;;;;;;;1006;ELETROPORTATEIS;
000068;ENCERADEIRA EA1;;;;;;;;1006;ELETROPORTATEIS;
000069;ENCERADEIRA ENA;;;;;;;;1006;ELETROPORTATEIS;
000072;VELOCIPEDE BAMBOLA          99;;;;;;;;1013;BRINQUEDOS;
000073;BICICLETA COMANDO GARRA    120;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000074;BAN CROSS ARO 12            34;;;;;;;;1013;BRINQUEDOS;
000075;BAN CROSS ARO 13            36;;;;;;;;1013;BRINQUEDOS;
000076;BICICLETA DA GATINHA        39;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000077;BAN CROSS MONTANHA          34;;;;;;;;1013;BRINQUEDOS;
000078;BUGGY PAMPA                 40;;;;;;;;1013;BRINQUEDOS;
000079;BUGGY COMANDO GARRA        120;;;;;;;;1013;BRINQUEDOS;
000080;JEEP BUFFALO BOMBEIRO       45;;;;;;;;1013;BRINQUEDOS;
000081;KID CROSS DA GATINHA;;;;;;;;1013;BRINQUEDOS;
000082;VELO CHARME DA GATINHA      70;;;;;;;;1013;BRINQUEDOS;
000083;VELOCIPEDE JET BAM             950   02 ANO;;;;;;;;1013;BRINQUEDOS;
000084;MOTO CROSS                  97;;;;;;;;1013;BRINQUEDOS;
000085;MOTO PATRULHA               97;;;;;;;;1013;BRINQUEDOS;
000086;TICO TICO AMERICA              660   01 ANO;;;;;;;;1013;BRINQUEDOS;
000087;TICO TICO APOLO             66;;;;;;;;1013;BRINQUEDOS;
000088;TICO TICO CONDOR            65;;;;;;;;1013;BRINQUEDOS;
000089;VELOCIPE KID CROSS          27;;;;;;;;1013;BRINQUEDOS;
000091;BICICLETA SUPER MAQUINA    200;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000095;ESTANTE JULIANE CEREJEIRA;;;;;;;;1000;MOVEIS;
000098;ESTANTE BRA 600;;;;;;;;1000;MOVEIS;
000099;ESTANTE BRA 600;;;;;;;;1000;MOVEIS;
000100;MICRO COMPUTADOR;;01;0103;010304;TECNOLOGIA;TECNOLOGIA INFORMATICA;TECNOLOGIA INFORMATICA PC;1008;INFORMATICA;
000101;ESTANTE BRA 220 IMBUIA;;;;;;;;1000;MOVEIS;
000102;ESTANTE BRA 224;;;;;;;;1000;MOVEIS;
000103;ESTANTE BSA 660 CEREJEIRA;;;;;;;;1000;MOVEIS;
000104;ESTANTE BSA 660 IMBUIA;;;;;;;;1000;MOVEIS;
000105;TX  MONTAGEM I;;;;;;;;1000;MOVEIS;
000107;ANTENA INTERNA SENSYX VHF;;;;;;;;1000;MOVEIS;
000108;TX  MONTAGEM II;;;;;;;;1000;MOVEIS;
000109;MONTAGEM;;;;;;;;1000;MOVEIS;
000110;TX MONTAGEM III;;;;;;;;1000;MOVEIS;
000113;KIT ACO TPL NP 52 CV;;;;;;;;1000;MOVEIS;
000114;KIT ACO DPL NP 51 CV;;;;;;;;1000;MOVEIS;
000115;TX MONTAGEM IV;;;;;;;;1000;MOVEIS;
000117;CADEIRA 027;;;;;;;;1000;MOVEIS;
000120;TX MONTAGEM V;;;;;;;;1000;MOVEIS;
000123;LIQUIDIFICADOR S;;03;0303;030306;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS LIQUIDIFICADOR;1006;ELETROPORTATEIS;
000125;VENTILADOR B 30 S;;03;0302;030205;ELETRO;ELETRO AR E VENTILACAO;ELETRO AR E VENTILACAO VENTILADOR;1006;ELETROPORTATEIS;
000127;ESPREMEDOR CINZA FUME;;;;;;;;1000;MOVEIS;
000130;BICICLETA CALOIZINHA;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000131;BICICLETA CALOICICLE II;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000132;BICICLETA CECIZINHA 14;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000133;BICICLETA POTI CANTIL;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000134;BICICLETA CRUISER SAFARI SX;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000135;BICICLETA CECI ARO 26;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000138;SALA ASTURIA PALHA CEREJEIRA;;;;;;;;1000;MOVEIS;
000139;SALA ASTURIA PALHA IMBUIA;;;;;;;;1000;MOVEIS;
000142;CONJUNTO SOLARIUM 6 CAD.  1 ME;;;;;;;;1000;MOVEIS;
000144;BALCAO BP C 374 LETICIA;;;;;;;;1000;MOVEIS;
000146;CAMA FF CC 730;;;;;;;;1000;MOVEIS;
000148;MESA BP C 200 LETICIA;;;;;;;;1000;MOVEIS;
000150;CRIADO FF CC 750;;;;;;;;1000;MOVEIS;
000152;JOGO GRADE BR 782;;;;;;;;1000;MOVEIS;
000155;CAMA SOLT. IMPERIO MC 88;;;;;;;;1000;MOVEIS;
000157;BERCO VENEZA COM GAVETAS MC 88;;;;;;;;1000;MOVEIS;
000159;COMODA SAPATEIRO VENUS MC 91;;;;;;;;1000;MOVEIS;
000162;CONJUNTO MC 898 3.2 VENUS;;;;;;;;1000;MOVEIS;
000163;CONJUNTO MC 898 3.2.1  VENUS;;;;;;;;1000;MOVEIS;
000164;CONJUNTO MC 898 3.1.1 VENUS;;;;;;;;1000;MOVEIS;
000167;GUARDA ROUPA 3 P. C PE;;;;;;;;1000;MOVEIS;
000170;DORMITORIO ACAPULCO 1104;;;;;;;;1000;MOVEIS;
000172;GUARDA ROUPA 1122;;;;;;;;1000;MOVEIS;
000175;ESTANTE C  6 PTS. 300 LEVE;;;;;;;;1000;MOVEIS;
000177;CADEIRA AUXILIAR FIXA PALHA;;;;;;;;1000;MOVEIS;
000180;MESA C 3 GAVETAS LATERAIS LRMS;;;;;;;;1000;MOVEIS;
000184;COFRE DE EMBUTI 1 GAVETA;;;;;;;;1000;MOVEIS;
000187;CADEIRA BALANCO COL. ENC. ALTO;;;;;;;;1000;MOVEIS;
000188;CADEIRA BALANCO COL. ENC. ALTO;;;;;;;;1000;MOVEIS;
000189;CADEIRA BALANCO COL. C PALHA 3;;;;;;;;1000;MOVEIS;
000190;CADEIRA BALANCO COL. C PALHA 3;;;;;;;;1000;MOVEIS;
000192;CONJUNTO ESTOFADO COLONIAL MOD;;;;;;;;1000;MOVEIS;
000195;REFRIGERADOR 280 LITROS LX;;03;0301;030104;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO REFRIGERADOR;1001;ELETRODOMESTICOS;
000196;REFRIGERADOR 430 LITROS GRAN L;;03;0301;030104;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO REFRIGERADOR;1001;ELETRODOMESTICOS;
000197;REFRIGERADOR 280 LITROS SL;;;;;;;;1000;MOVEIS;
000200;KIT INSTALACAO;;;;;;;;1006;ELETROPORTATEIS;
000202;FOGAO JOLI MASTER SL;;;;;;;;1000;MOVEIS;
000203;FOGAO GRAN PRIX II;;;;;;;;1000;MOVEIS;
000204;FOGAO 5BC.CAPRICE CONT PS BR;;03;0301;030101;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO FOGAO;1001;ELETRODOMESTICOS;
000205;FOGAO 4BC.CAPRICE BR;;03;0301;030101;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO FOGAO;1001;ELETRODOMESTICOS;
000206;FOGAO 6 BC. PLAZA II LC BRCO GE;;03;0301;030101;ELETRO;ELETRO ELETRODOMESTICO;ELETRO ELETRODOMESTICO FOGAO;1001;ELETRODOMESTICOS;
000210;GUARDA ROUPA FB 801;;;;;;;;1000;MOVEIS;
000213;FERRO AUTOMATICO;;03;0303;030304;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS FERRO;1006;ELETROPORTATEIS;
000214;FERRO TUPI;;03;0303;030304;ELETRO;ELETRO ELETROPORTATEIS;ELETRO ELETROPORTATEIS FERRO;1006;ELETROPORTATEIS;
000218;MESA DE TELEFONE C PALHA CEREJ;;;;;;;;1000;MOVEIS;
000221;CADEIRA BALANCO MONACO C MOLA;;;;;;;;1000;MOVEIS;
000226;CADEIRA 7219 P CROMADO PALHA;;;;;;;;1000;MOVEIS;
000229;CADEIRA 300;;;;;;;;1000;MOVEIS;
000231;MESA REDONDA 203;;;;;;;;1000;MOVEIS;
000232;MESA RET. 201 C  6 CAD. HAVANA;;;;;;;;1000;MOVEIS;
000234;ARMARIO COZINHA 7 PORTAS 107 P;;;;;;;;1000;MOVEIS;
000237;MESA LATERAL;;05;0502;050203;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR MESA DE CENTRO;1000;MOVEIS;
000238;MESA CENTRO IPANEMA;;;;;;;;1000;MOVEIS;
000239;MESA LATERAL;;05;0502;050203;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR MESA DE CENTRO;1000;MOVEIS;
000240;MESA CENTRO CEREJEIRA;;;;;;;;1000;MOVEIS;
000241;MESA LATERAL COL. GL CEREJEIRA;;05;0502;050203;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR MESA DE CENTRO;1000;MOVEIS;
000242;MESA LATERAL COL. GL;;05;0502;050203;MOVEIS;MOVEIS SALA DE ESTAR;MOVEIS SALA DE ESTAR MESA DE CENTRO;1000;MOVEIS;
000243;MESA CENTRO COL. GL CEREJEIRA;;;;;;;;1000;MOVEIS;
000244;MESA CENTRO COL. GL IMBUIA;;;;;;;;1000;MOVEIS;
000245;MESA CENTRO IMBUIA;;;;;;;;1000;MOVEIS;
000248;COLCHAO D10 60 X 130 X 06;;;;;;;;1000;MOVEIS;
000249;COLCHAO D10  78 X 09;;;;;;;;1000;MOVEIS;
000250;COLCHAO  78 X 12;;;;;;;;1005;COLCHAO;
000251;COLCHAO  78 X 14;;;;;;;;1005;COLCHAO;
000252;COLCHAO 128 X 12;;;;;;;;1005;COLCHAO;
000253;COLCHAO 128 X 14;;;;;;;;1005;COLCHAO;
000254;COLCHAO D10 138 X 14;;;;;;;;1000;MOVEIS;
000255;COLCHAO D10 128 X 09;;;;;;;;1000;MOVEIS;
000258;SALA REF. 101 C VERNIZ;;;;;;;;1000;MOVEIS;
000261;CADEIRA BALANCO ELIZABETH;;;;;;;;1000;MOVEIS;
000263;CAMA CASAL;;;;;;;;1000;MOVEIS;
000266;BERCO DENGOSO;;;;;;;;1000;MOVEIS;
000269;CONJUNTO REAL 4 LUGARES;;;;;;;;1000;MOVEIS;
000270;CONJUNTO MONARCA 4 LUGARES;;;;;;;;1000;MOVEIS;
000273;COMODA DE PINUS;;;;;;;;1000;MOVEIS;
000276;CAMA SOLTEIRO TOSCANO;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
000277;CAMA SOLTEIRO DEL REY CEREJEIR;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
000278;CAMA SOLTEIRO VILA RICA CEREJE;;05;0501;050103;MOVEIS;MOVEIS QUARTO;MOVEIS QUARTO CAMA;1000;MOVEIS;
000279;CAMA CASAL DEL REY CEREJEIRA;;;;;;;;1000;MOVEIS;
000280;CAMA CASAL VILA RICA CEREJEIRA;;;;;;;;1000;MOVEIS;
000282;MESA CABECEIRA TOSCANO;;;;;;;;1000;MOVEIS;
000283;MESA CAB. VERONA IMBUIA;;;;;;;;1000;MOVEIS;
000284;MESA CABECEIRA DEL REY CEREJEI;;;;;;;;1000;MOVEIS;
000286;COMODA VILA RICA CEREJEIRA;;;;;;;;1000;MOVEIS;
000287;COMODA VILA RICA;;;;;;;;1000;MOVEIS;
000289;GUARDA ROUPA SIMPLES VILA RICA;;;;;;;;1000;MOVEIS;
000290;GUARDA ROUPA DUPLEX DEL REY 4;;;;;;;;1000;MOVEIS;
000291;GUARDA ROUPA DUPLEX VILA RICA;;;;;;;;1000;MOVEIS;
000292;GUARDA ROUPA DUPLEX VILA RICA;;;;;;;;1000;MOVEIS;
000295;ARMARIO ACO I 3;;;;;;;;1000;MOVEIS;
000296;ARMARIO ACO I 2;;;;;;;;1000;MOVEIS;
000298;ARMARIO ACO IP 3;;;;;;;;1000;MOVEIS;
000300;ARMARIO ACO IP 2;;;;;;;;1000;MOVEIS;
000304;BANQUETA DEL REY CEREJEIRA;;;;;;;;1000;MOVEIS;
000306;MALEIRO VILA RICA 4 PORTAS;;;;;;;;1000;MOVEIS;
000308;QUADRO ESPELHO VILA RICA;;;;;;;;1000;MOVEIS;
000311;BERCO TORNEADO COM GAVETAS VER;;;;;;;;1000;MOVEIS;
000314;ESTOFADO VERONA 3.1.1;;;;;;;;1000;MOVEIS;
000316;CONJUNTO ESTOFADO MONZA 3.1.1;;;;;;;;1000;MOVEIS;
000319;ESTANTE COLONIAL IMBUIA;;;;;;;;1000;MOVEIS;
000320;ESTANTE COL. C VERNIZ 3 CORPOS;;;;;;;;1000;MOVEIS;
000321;ESTANTE COL. C VERNIZ 1 CORPOS;;;;;;;;1000;MOVEIS;
000324;ESTANTE TROPICAL 444 CEREJEIRA;;;;;;;;1000;MOVEIS;
000325;ESTANTE TROPICAL 444 IMBUIA;;;;;;;;1000;MOVEIS;
000326;ESTANTE 447 CEREJEIRA;;;;;;;;1000;MOVEIS;
000327;ESTANTE 447 IMBUIA;;;;;;;;1000;MOVEIS;
000330;CONJUNTO CAPCE;;;;;;;;1000;MOVEIS;
000333;CADEIRA 122 01;;;;;;;;1000;MOVEIS;
000336;CAMISEIRO VERNIZ CEREJEIRA;;;;;;;;1000;MOVEIS;
000337;COMODA VERNIZ IMBUIA;;;;;;;;1000;MOVEIS;
000338;CAMISEIRO VERNIZ PINUS;;;;;;;;1000;MOVEIS;
000341;CONJUNTO WINDSOR PT 3 PECAS;;;;;;;;1000;MOVEIS;
000344;ESTOFADO LONDRES C 03 PECAS;;;;;;;;1000;MOVEIS;
000345;ESTOFADO RUBI C 3 LUGARES;;;;;;;;1000;MOVEIS;
000346;ESTOFADO RUBI C 2 LUGARES;;;;;;;;1000;MOVEIS;
000347;ESTOFADO SAFIRA C 3 LUGARES;;;;;;;;1000;MOVEIS;
000348;ESTOFADO SAFIRA C 2 LUGARES;;;;;;;;1000;MOVEIS;
000351;CADEIRA DO PAPAI S MOLA PALHIN;;;;;;;;1000;MOVEIS;
000354;ESTANTE 2 CORPOS NATURAL 6242;;;;;;;;1000;MOVEIS;
000357;CADEIRA 061   ABP;;;;;;;;1000;MOVEIS;
000359;BALCAO METALBENTO 231 BP;;;;;;;;1000;MOVEIS;
000361;MESA DE PASSAR ROUPA 210;;;;;;;;1000;MOVEIS;
000362;MESA 001 BP;;;;;;;;1000;MOVEIS;
000366;COLCHAO ORTOBOM PREMIER  78 X;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000367;COLCHAO ORTOBOM D 23 78 X 12;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000368;COLCHAO ORTOBOM D 28 78 X 14;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000369;COLCHAO ORTOBOM D 28 88 X 14;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000370;COLCHAO ORTOBOM PREMIER 128 X;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000371;COLCHAO ORTOBOM PREMIER 138 X;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000372;COLCHAO ORTOBOM D 23 88 X 12;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000373;COLCHAO ORTOBOM D 23 128 X 12;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000374;COLCHAO ORTOBOM D 28 128 X 14;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000375;COLCHAO ORTOBOM D 28 138 X 14;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000376;COLCHAO ORTOBOM D 23 138 X 12;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000378;CONJUNTO ORTOBOM DE COLCHOES C;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000381;COLCHAO STAND  78 X 09;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000382;COLCHAO STAND  78 X 14;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000383;COLCHAO STAND 128 X 14;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000384;COLCHAO ANATON LUXO  78 X 18;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000385;COLCHAO ANATON LUXO 128 X 18;;05;0509;050901;MOVEIS;MOVEIS COLCHAO;MOVEIS COLCHAO COLCHAO;1005;COLCHAO;
000394;CONJUNTO VX LUXO 3.2.1;;;;;;;;1000;MOVEIS;
000396;CAMA BEL LUX DE 080;;;;;;;;1000;MOVEIS;
000398;MESA CENTRO VN   2000;;;;;;;;1000;MOVEIS;
000399;MESA 2 COL. 521;;;;;;;;1000;MOVEIS;
000400;MESA 2 COL. 621;;;;;;;;1000;MOVEIS;
000403;BICICLETA BARRA CC.VB;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000404;BICICLETA BRISA 20;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000405;BICICLETA RANGER 26 ALUMINIO;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000406;BICICLETA SUPER 10 27 FM PZFM;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000407;BICICLETA DA XUXA FM 10 M;;04;0401;040101;LAZER;LAZER ESPORTE E FITNESS;LAZER ESPORTE E FITNESS BICICLETA;1013;BRINQUEDOS;
000410;MESA PARA TV 112   C;;;;;;;;1000;MOVEIS;
000411;MESA P TV VIDEO E SOM 06 I;;;;;;;;1000;MOVEIS;
000412;MESA REQUINTE FIXA 28;;;;;;;;1000;MOVEIS;
000415;DORMITORIO GENESIS CAPELINHA M;;;;;;;;1000;MOVEIS;
000418;ESTANTE PADRAO IMBUIA 222;;;;;;;;1000;MOVEIS;
000419;ESTANTE 111;;;;;;;;1000;MOVEIS;
000420;ESTANTE PADRAO IMBUIA 111;;;;;;;;1000;MOVEIS;
000423;CAMA JOB CASAL;;;;;;;;1000;MOVEIS;
000424;CAMA JOB SOLTEIRO;;;;;;;;1000;MOVEIS;
000427;CONJUNTO DE CADEIRAS PRESIDENT;;;;;;;;1000;MOVEIS;
000430;DORMITORIO 411 C;;;;;;;;1000;MOVEIS;
000431;DORMITORIO 411 J;;;;;;;;1000;MOVEIS;
000432;DORMITORIO 410 C;;;;;;;;1000;MOVEIS;
000434;GUARDA ROUPA 310 M;;;;;;;;1000;MOVEIS;
000435;GUARDA ROUPA 310 C;;;;;;;;1000;MOVEIS;
000436;GUARDA ROUPA 210 M;;;;;;;;1000;MOVEIS;
000437;GUARDA ROUPA 210 C;;;;;;;;1000;MOVEIS;
000439;MALEIRO 411 C.;;;;;;;;1000;MOVEIS;
000440;MALEIRO 411 J.;;;;;;;;1000;MOVEIS;
000443;PANELA PRESSAO LIDER 4,5 L;;;;;;;;1000;MOVEIS;
000444;PANELA PRESSAO LIDER 7 L;;;;;;;;1000;MOVEIS;
000446;BATERIA SUPER FLASH 30 PC;;;;;;;;1000;MOVEIS;
000449;ANTENA SPACIAL CROSS 11 ELEMEN;;;;;;;;1000;MOVEIS;
000450;ANTENA SPACIAL CROSS 15 ELEMEN;;;;;;;;1000;MOVEIS;
000453;MESA RED. ARV ME   7002 C;;;;;;;;1000;MOVEIS;
000454;MESA ELAST. 7016;;;;;;;;1000;MOVEIS;
000458;CONJUNTO EQUIPE TEC. VERDE CR;;;;;;;;1000;MOVEIS;
000459;CONJUNTO CONTROL TEC. XD VERDE;;;;;;;;1000;MOVEIS;
