,ENTREGA,CHIP CLARO ODA 128KB TRIPE,GE1 ELETROPORTATEIS,CHIP VIVO 4G 128K P19 HRS PRE,GE2 CELULAR,CHIP OI 4G 128KB,GE1 CELULAR,CHIP TIM INFINITY PRE HRD TRIPLO 4G,VENTILADOR 30 NV-15 3P BR 220V,CHIP TIM INFINITY PRE DUPLO 4G HDR NACIONAL
2017-10-26,3.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0
2017-10-27,3.0,15.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0
2017-10-28,5.0,8.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0
2017-10-30,2.0,7.0,0.0,2.0,0.0,6.0,0.0,3.0,3.0,0.0
2017-10-31,4.0,6.0,0.0,2.0,0.0,7.0,0.0,1.0,6.0,0.0
2017-11-01,0.0,8.0,0.0,3.0,0.0,2.0,1.0,1.0,4.0,0.0
2017-11-03,7.0,5.0,3.0,3.0,2.0,2.0,0.0,1.0,7.0,0.0
2017-11-04,2.0,11.0,0.0,1.0,1.0,3.0,0.0,2.0,13.0,0.0
2017-11-06,11.0,16.0,0.0,3.0,1.0,6.0,0.0,0.0,8.0,0.0
2017-11-07,15.0,16.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0,0.0
2017-11-08,6.0,16.0,1.0,1.0,0.0,3.0,0.0,1.0,8.0,0.0
2017-11-09,2.0,10.0,1.0,3.0,0.0,7.0,0.0,0.0,6.0,0.0
2017-11-10,7.0,13.0,1.0,1.0,0.0,3.0,0.0,0.0,7.0,0.0
2017-11-11,4.0,11.0,0.0,3.0,2.0,3.0,0.0,4.0,4.0,0.0
2017-11-13,6.0,15.0,0.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0
2017-11-14,5.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
2017-11-16,10.0,12.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0
2017-11-17,5.0,7.0,3.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0
2017-11-18,4.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0
2017-11-20,9.0,19.0,2.0,1.0,1.0,5.0,2.0,11.0,1.0,0.0
2017-11-21,6.0,18.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0
2017-11-22,6.0,13.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
2017-11-23,3.0,13.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2017-11-24,10.0,32.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
2017-11-25,14.0,16.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0
2017-11-27,12.0,15.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0
2017-11-28,9.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2017-11-29,5.0,15.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
2017-11-30,11.0,17.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2017-12-01,5.0,10.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0
2017-12-02,1.0,8.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
2017-12-04,6.0,17.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
2017-12-05,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-12-06,2.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
2017-12-07,6.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-12-08,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-09,5.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-12-11,10.0,10.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0
2017-12-12,5.0,11.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0
2017-12-13,6.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2017-12-14,3.0,16.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0
2017-12-15,4.0,10.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0
2017-12-16,3.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2017-12-17,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-12-18,6.0,15.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0
2017-12-19,4.0,8.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0
2017-12-20,1.0,14.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-12-21,4.0,12.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-12-22,5.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-12-23,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2017-12-26,4.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-12-27,4.0,16.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
2017-12-28,3.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-29,5.0,18.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
2017-12-30,4.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-01-02,6.0,22.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2018-01-03,1.0,14.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
2018-01-04,5.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-01-05,9.0,15.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-01-06,12.0,15.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-01-08,9.0,29.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0
2018-01-09,6.0,18.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0
2018-01-10,2.0,15.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
2018-01-11,7.0,17.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2018-01-12,4.0,16.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-01-13,0.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-01-15,5.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-01-16,4.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
2018-01-17,2.0,13.0,0.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0
2018-01-18,3.0,18.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0
2018-01-19,4.0,13.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0
2018-01-20,2.0,11.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
2018-01-22,4.0,19.0,2.0,6.0,1.0,0.0,2.0,4.0,0.0,0.0
2018-01-23,7.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-01-24,0.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-25,6.0,10.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
2018-01-26,3.0,8.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
2018-01-27,1.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-01-29,6.0,12.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0
2018-01-30,3.0,6.0,4.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0
2018-01-31,4.0,18.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0
2018-02-01,6.0,13.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-02-02,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-02-03,3.0,19.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-02-05,4.0,17.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
2018-02-06,4.0,8.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
2018-02-07,1.0,11.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0
2018-02-08,2.0,6.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
2018-02-09,0.0,6.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-02-10,4.0,14.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14,3.0,4.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0
2018-02-15,11.0,21.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0
2018-02-16,2.0,19.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0
2018-02-17,1.0,9.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-02-19,3.0,17.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
2018-02-20,0.0,16.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0
2018-02-21,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-22,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-02-23,6.0,14.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
2018-02-24,2.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-02-26,4.0,16.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0
2018-02-27,2.0,17.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0
2018-02-28,2.0,19.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-03-01,7.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-03-02,6.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-03-03,0.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-03-05,3.0,32.0,0.0,2.0,3.0,0.0,8.0,1.0,0.0,0.0
2018-03-07,4.0,20.0,4.0,3.0,4.0,0.0,2.0,4.0,0.0,0.0
2018-03-08,3.0,23.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0
2018-03-09,4.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-03-10,2.0,15.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0
2018-03-12,0.0,21.0,4.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0
2018-03-13,7.0,13.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0
2018-03-14,1.0,7.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0
2018-03-15,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-16,1.0,9.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0
2018-03-17,2.0,10.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0
2018-03-19,5.0,12.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-03-20,1.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-03-21,3.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-22,1.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-03-23,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-24,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-26,2.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,2.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-03-28,2.0,7.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
2018-03-29,2.0,12.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2018-03-31,2.0,14.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-04-02,2.0,17.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
2018-04-03,0.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-04,1.0,17.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
2018-04-05,2.0,14.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
2018-04-06,2.0,10.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-04-07,1.0,9.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
2018-04-09,2.0,10.0,4.0,6.0,2.0,0.0,3.0,4.0,0.0,0.0
2018-04-10,7.0,13.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2018-04-11,2.0,12.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0
2018-04-12,4.0,9.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0
2018-04-13,2.0,16.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
2018-04-14,2.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-04-16,6.0,13.0,1.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0
2018-04-17,1.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2018-04-18,2.0,7.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2018-04-19,1.0,9.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0
2018-04-20,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-21,2.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-04-23,1.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
2018-04-24,2.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2018-04-25,3.0,21.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
2018-04-26,2.0,22.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
2018-04-27,5.0,12.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-04-28,3.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-29,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-30,1.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-02,5.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-03,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-04,3.0,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-05-05,3.0,13.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0
2018-05-07,2.0,22.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
2018-05-08,5.0,22.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0
2018-05-09,1.0,11.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0
2018-05-10,6.0,30.0,1.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0
2018-05-11,3.0,22.0,1.0,5.0,2.0,0.0,4.0,4.0,0.0,0.0
2018-05-12,3.0,38.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-05-13,0.0,17.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0
2018-05-14,2.0,21.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2018-05-15,0.0,11.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0
2018-05-16,5.0,12.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
2018-05-17,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-18,5.0,10.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
2018-05-19,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-05-21,1.0,12.0,1.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0
2018-05-22,3.0,16.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0
2018-05-23,0.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
2018-05-24,2.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-05-25,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2018-05-26,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-05-28,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2018-05-29,1.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2018-05-30,1.0,12.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
2018-06-01,5.0,12.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0
2018-06-02,3.0,7.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
2018-06-04,6.0,18.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0
2018-06-05,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-06-06,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2018-06-07,5.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2018-06-08,3.0,16.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
2018-06-09,2.0,17.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0
2018-06-11,3.0,18.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0
2018-06-12,0.0,17.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2018-06-13,2.0,9.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0
2018-06-14,5.0,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2018-06-15,1.0,18.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2018-06-16,1.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2018-06-18,1.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-19,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2018-06-20,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2018-06-21,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2018-06-22,1.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2018-06-23,3.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-06-25,4.0,13.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
2018-06-26,1.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2018-06-27,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-28,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-06-29,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-06-30,2.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2018-07-02,1.0,13.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
2018-07-03,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-04,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-07-05,3.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-06,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-07,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-09,0.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-10,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-11,0.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2018-07-12,0.0,13.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
2018-07-13,1.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-07-14,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-07-16,5.0,14.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
2018-07-17,0.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2018-07-18,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-07-19,1.0,13.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2018-07-20,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-21,1.0,15.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
2018-07-23,1.0,16.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
2018-07-24,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-25,2.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
2018-07-26,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-27,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-28,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-30,2.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-07-31,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-08-02,2.0,9.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2018-08-03,2.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
2018-08-04,1.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
2018-08-06,5.0,26.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0
2018-08-07,1.0,12.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
2018-08-08,2.0,0.0,1.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0
2018-08-09,4.0,0.0,1.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0
2018-08-10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
2018-08-11,1.0,7.0,1.0,0.0,3.0,0.0,2.0,21.0,0.0,0.0
2018-08-13,2.0,1.0,1.0,0.0,7.0,0.0,2.0,18.0,0.0,0.0
2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2018-08-15,1.0,1.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0
2018-08-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
2018-08-17,2.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2018-08-18,3.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
2018-08-20,3.0,4.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0
2018-08-21,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-22,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
2018-08-23,0.0,12.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
2018-08-24,0.0,13.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
2018-08-25,1.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
2018-08-26,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2018-08-27,1.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2018-08-28,2.0,11.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
2018-08-29,1.0,12.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
2018-08-30,0.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2018-08-31,1.0,27.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
2018-09-01,3.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
2018-09-03,3.0,21.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
2018-09-04,3.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
2018-09-05,0.0,18.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2018-09-06,1.0,11.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
2018-09-08,3.0,15.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2018-09-10,4.0,25.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0
2018-09-11,1.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-09-12,2.0,25.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
2018-09-13,1.0,17.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2018-09-14,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2018-09-15,5.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
2018-09-17,0.0,0.0,1.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0
2018-09-18,2.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0
2018-09-19,1.0,0.0,0.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0
2018-09-20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
2018-09-21,3.0,0.0,1.0,0.0,2.0,0.0,2.0,14.0,0.0,0.0
2018-09-22,2.0,0.0,1.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0
2018-09-24,4.0,5.0,2.0,0.0,5.0,0.0,1.0,9.0,0.0,0.0
2018-09-25,3.0,12.0,1.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0
2018-09-26,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-09-27,2.0,16.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-09-28,3.0,18.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0
2018-09-29,2.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,0.0,20.0,2.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0
2018-10-02,1.0,11.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2018-10-03,0.0,11.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
2018-10-04,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2018-10-05,2.0,18.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-10-06,1.0,12.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2018-10-08,4.0,12.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0
2018-10-09,4.0,17.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0
